SizeA,SizeB,Glottocode,Parameter,DataA,DataB
12.0,6.0,kera1255,Vowels,LAPSyD,UPSID
24.0,20.0,kiow1266,Vowels,LAPSyD,UPSID
6.0,6.0,cham1312,Vowels,LAPSyD,UPSID
6.0,6.0,nana1257,Vowels,LAPSyD,UPSID
9.0,9.0,chuv1255,Vowels,LAPSyD,UPSID
5.0,5.0,tuuu1240,Vowels,LAPSyD,UPSID
10.0,10.0,wara1303,Vowels,LAPSyD,UPSID
5.0,6.0,trum1247,Vowels,LAPSyD,UPSID
15.0,14.0,nucl1347,Vowels,LAPSyD,UPSID
5.0,3.0,dhuw1249,Vowels,LAPSyD,UPSID
16.0,12.0,yaku1245,Vowels,LAPSyD,UPSID
5.0,5.0,stan1288,Vowels,LAPSyD,UPSID
10.0,10.0,sali1298,Vowels,LAPSyD,UPSID
8.0,4.0,ruka1240,Vowels,LAPSyD,UPSID
21.0,11.0,kuru1302,Vowels,LAPSyD,UPSID
10.0,10.0,cacu1241,Vowels,LAPSyD,UPSID
10.0,10.0,yuca1254,Vowels,LAPSyD,UPSID
7.0,5.0,bata1289,Vowels,LAPSyD,UPSID
8.0,11.0,furr1244,Vowels,LAPSyD,UPSID
5.0,5.0,gras1249,Vowels,LAPSyD,UPSID
5.0,5.0,yaqu1251,Vowels,LAPSyD,UPSID
6.0,8.0,wich1260,Vowels,LAPSyD,UPSID
7.0,7.0,alam1246,Vowels,LAPSyD,UPSID
5.0,5.0,lusi1240,Vowels,LAPSyD,UPSID
10.0,5.0,luis1253,Vowels,LAPSyD,UPSID
10.0,5.0,huas1242,Vowels,LAPSyD,UPSID
5.0,5.0,resi1247,Vowels,LAPSyD,UPSID
7.0,7.0,want1252,Vowels,LAPSyD,UPSID
5.0,5.0,ainu1240,Vowels,LAPSyD,UPSID
5.0,5.0,waim1251,Vowels,LAPSyD,UPSID
10.0,5.0,nobi1240,Vowels,LAPSyD,UPSID
12.0,12.0,waim1255,Vowels,LAPSyD,UPSID
12.0,12.0,fuln1247,Vowels,LAPSyD,UPSID
10.0,10.0,kpan1246,Vowels,LAPSyD,UPSID
5.0,5.0,naas1242,Vowels,LAPSyD,UPSID
6.0,3.0,cadd1256,Vowels,LAPSyD,UPSID
7.0,6.0,iwam1256,Vowels,LAPSyD,UPSID
7.0,3.0,kala1399,Vowels,LAPSyD,UPSID
6.0,7.0,tehu1242,Vowels,LAPSyD,UPSID
12.0,12.0,sion1247,Vowels,LAPSyD,UPSID
5.0,5.0,maun1240,Vowels,LAPSyD,UPSID
9.0,9.0,ngan1291,Vowels,LAPSyD,UPSID
11.0,11.0,kore1280,Vowels,LAPSyD,UPSID
6.0,6.0,cams1241,Vowels,LAPSyD,UPSID
5.0,5.0,savo1255,Vowels,LAPSyD,UPSID
3.0,3.0,qawa1238,Vowels,LAPSyD,UPSID
7.0,9.0,anga1290,Vowels,LAPSyD,UPSID
5.0,5.0,roto1249,Vowels,LAPSyD,UPSID
5.0,5.0,tiga1245,Vowels,LAPSyD,UPSID
31.0,31.0,mani1292,Sounds,LAPSyD,PH
22.0,24.0,gunw1252,Sounds,LAPSyD,PH
44.0,37.0,tuvi1240,Sounds,LAPSyD,PH
18.0,14.0,kris1246,Sounds,LAPSyD,PH
35.0,35.0,swed1254,Sounds,LAPSyD,PH
25.0,24.0,sanu1240,Sounds,LAPSyD,PH
53.0,51.0,seme1247,Sounds,LAPSyD,PH
38.0,38.0,czec1258,Sounds,LAPSyD,PH
30.0,30.0,ital1282,Sounds,LAPSyD,PH
31.0,33.0,sout2750,Sounds,LAPSyD,PH
28.0,32.0,arhu1242,Sounds,LAPSyD,PH
26.0,21.0,koas1236,Sounds,LAPSyD,PH
16.0,16.0,maib1239,Sounds,LAPSyD,PH
33.0,23.0,nand1266,Sounds,LAPSyD,PH
46.0,48.0,ingu1240,Sounds,LAPSyD,PH
21.0,26.0,yine1238,Sounds,LAPSyD,PH
43.0,54.0,madi1260,Sounds,LAPSyD,PH
27.0,27.0,koko1269,Sounds,LAPSyD,PH
27.0,18.0,coma1245,Sounds,LAPSyD,PH
21.0,41.0,bilu1245,Sounds,LAPSyD,PH
30.0,39.0,stan1289,Sounds,LAPSyD,PH
25.0,25.0,seri1257,Sounds,LAPSyD,PH
22.0,23.0,imon1245,Sounds,LAPSyD,PH
32.0,35.0,tzut1248,Sounds,LAPSyD,PH
50.0,53.0,jica1244,Sounds,LAPSyD,PH
16.0,15.0,jama1261,Sounds,LAPSyD,PH
34.0,47.0,pwon1235,Sounds,LAPSyD,PH
38.0,38.0,lada1244,Sounds,LAPSyD,PH
37.0,37.0,mund1330,Sounds,LAPSyD,PH
21.0,20.0,wari1268,Sounds,LAPSyD,PH
36.0,33.0,tami1289,Sounds,LAPSyD,PH
66.0,54.0,sind1272,Sounds,LAPSyD,PH
26.0,18.0,tiwi1244,Sounds,LAPSyD,PH
26.0,25.0,colo1256,Sounds,LAPSyD,PH
37.0,47.0,khar1287,Sounds,LAPSyD,PH
34.0,40.0,apur1254,Sounds,LAPSyD,PH
51.0,61.0,jeme1245,Sounds,LAPSyD,PH
28.0,31.0,indo1316,Sounds,LAPSyD,PH
23.0,28.0,rama1270,Sounds,LAPSyD,PH
38.0,35.0,yuro1248,Sounds,LAPSyD,PH
29.0,29.0,cham1318,Sounds,LAPSyD,PH
26.0,31.0,khan1273,Sounds,LAPSyD,PH
21.0,21.0,awac1239,Sounds,LAPSyD,PH
36.0,45.0,kwaz1243,Sounds,LAPSyD,PH
34.0,39.0,dutc1256,Sounds,LAPSyD,PH
36.0,35.0,mada1293,Sounds,LAPSyD,PH
49.0,49.0,yuch1247,Sounds,LAPSyD,PH
42.0,41.0,samr1245,Sounds,LAPSyD,PH
43.0,31.0,tolo1259,Sounds,LAPSyD,PH
19.0,19.0,kuot1243,Sounds,LAPSyD,PH
29.0,37.0,slov1268,Sounds,LAPSyD,PH
24.0,24.0,cavi1250,Sounds,LAPSyD,PH
24.0,27.0,bata1289,Sounds,LAPSyD,PH
26.0,30.0,sora1254,Sounds,LAPSyD,PH
31.0,36.0,huas1242,Sounds,LAPSyD,PH
21.0,21.0,malo1243,Sounds,LAPSyD,PH
23.0,30.5,east2440,Sounds,LAPSyD,PH
27.0,29.0,tuka1248,Sounds,LAPSyD,PH
25.0,28.0,toba1269,Sounds,LAPSyD,PH
20.0,20.0,lavu1241,Sounds,LAPSyD,PH
25.0,25.0,mani1292,Consonants,LAPSyD,PH
17.0,19.0,gunw1252,Consonants,LAPSyD,PH
20.0,21.0,tuvi1240,Consonants,LAPSyD,PH
8.0,9.0,kris1246,Consonants,LAPSyD,PH
18.0,18.0,swed1254,Consonants,LAPSyD,PH
12.0,11.0,sanu1240,Consonants,LAPSyD,PH
33.0,33.0,seme1247,Consonants,LAPSyD,PH
25.0,25.0,czec1258,Consonants,LAPSyD,PH
23.0,23.0,ital1282,Consonants,LAPSyD,PH
19.0,21.0,sout2750,Consonants,LAPSyD,PH
18.0,16.0,arhu1242,Consonants,LAPSyD,PH
14.0,15.0,koas1236,Consonants,LAPSyD,PH
11.0,11.0,maib1239,Consonants,LAPSyD,PH
13.0,13.0,nand1266,Consonants,LAPSyD,PH
34.0,35.0,ingu1240,Consonants,LAPSyD,PH
16.0,16.0,yine1238,Consonants,LAPSyD,PH
34.0,45.0,madi1260,Consonants,LAPSyD,PH
22.0,22.0,koko1269,Consonants,LAPSyD,PH
14.0,12.0,coma1245,Consonants,LAPSyD,PH
16.0,16.0,bilu1245,Consonants,LAPSyD,PH
23.0,23.0,stan1289,Consonants,LAPSyD,PH
17.0,17.0,seri1257,Consonants,LAPSyD,PH
12.0,13.0,imon1245,Consonants,LAPSyD,PH
22.0,25.0,tzut1248,Consonants,LAPSyD,PH
32.0,34.0,jica1244,Consonants,LAPSyD,PH
12.0,11.0,jama1261,Consonants,LAPSyD,PH
25.0,23.0,pwon1235,Consonants,LAPSyD,PH
33.0,33.0,lada1244,Consonants,LAPSyD,PH
17.0,17.0,mund1330,Consonants,LAPSyD,PH
15.0,14.0,wari1268,Consonants,LAPSyD,PH
24.0,21.0,tami1289,Consonants,LAPSyD,PH
46.0,44.0,sind1272,Consonants,LAPSyD,PH
22.0,14.0,tiwi1244,Consonants,LAPSyD,PH
16.0,16.0,colo1256,Consonants,LAPSyD,PH
32.0,37.0,khar1287,Consonants,LAPSyD,PH
14.0,14.0,apur1254,Consonants,LAPSyD,PH
29.0,39.0,jeme1245,Consonants,LAPSyD,PH
22.0,22.0,indo1316,Consonants,LAPSyD,PH
17.0,19.0,rama1270,Consonants,LAPSyD,PH
29.0,23.0,yuro1248,Consonants,LAPSyD,PH
19.0,19.0,cham1318,Consonants,LAPSyD,PH
16.0,18.0,khan1273,Consonants,LAPSyD,PH
14.0,14.0,awac1239,Consonants,LAPSyD,PH
19.0,29.0,kwaz1243,Consonants,LAPSyD,PH
18.0,24.0,dutc1256,Consonants,LAPSyD,PH
32.0,22.0,mada1293,Consonants,LAPSyD,PH
38.0,38.0,yuch1247,Consonants,LAPSyD,PH
21.0,20.0,samr1245,Consonants,LAPSyD,PH
28.0,26.0,tolo1259,Consonants,LAPSyD,PH
13.0,13.0,kuot1243,Consonants,LAPSyD,PH
21.0,21.0,slov1268,Consonants,LAPSyD,PH
20.0,20.0,cavi1250,Consonants,LAPSyD,PH
17.0,18.0,bata1289,Consonants,LAPSyD,PH
17.0,19.0,sora1254,Consonants,LAPSyD,PH
21.0,26.0,huas1242,Consonants,LAPSyD,PH
16.0,16.0,malo1243,Consonants,LAPSyD,PH
18.0,25.5,east2440,Consonants,LAPSyD,PH
22.0,24.0,tuka1248,Consonants,LAPSyD,PH
17.0,21.0,toba1269,Consonants,LAPSyD,PH
15.0,15.0,lavu1241,Consonants,LAPSyD,PH
6.0,6.0,mani1292,Vowels,LAPSyD,PH
5.0,5.0,gunw1252,Vowels,LAPSyD,PH
24.0,16.0,tuvi1240,Vowels,LAPSyD,PH
10.0,5.0,kris1246,Vowels,LAPSyD,PH
17.0,17.0,swed1254,Vowels,LAPSyD,PH
13.0,13.0,sanu1240,Vowels,LAPSyD,PH
20.0,18.0,seme1247,Vowels,LAPSyD,PH
13.0,13.0,czec1258,Vowels,LAPSyD,PH
7.0,7.0,ital1282,Vowels,LAPSyD,PH
12.0,12.0,sout2750,Vowels,LAPSyD,PH
10.0,16.0,arhu1242,Vowels,LAPSyD,PH
12.0,6.0,koas1236,Vowels,LAPSyD,PH
5.0,5.0,maib1239,Vowels,LAPSyD,PH
20.0,10.0,nand1266,Vowels,LAPSyD,PH
12.0,13.0,ingu1240,Vowels,LAPSyD,PH
5.0,10.0,yine1238,Vowels,LAPSyD,PH
9.0,9.0,madi1260,Vowels,LAPSyD,PH
5.0,5.0,koko1269,Vowels,LAPSyD,PH
13.0,6.0,coma1245,Vowels,LAPSyD,PH
5.0,25.0,bilu1245,Vowels,LAPSyD,PH
7.0,16.0,stan1289,Vowels,LAPSyD,PH
8.0,8.0,seri1257,Vowels,LAPSyD,PH
10.0,10.0,imon1245,Vowels,LAPSyD,PH
10.0,10.0,tzut1248,Vowels,LAPSyD,PH
18.0,19.0,jica1244,Vowels,LAPSyD,PH
4.0,4.0,jama1261,Vowels,LAPSyD,PH
9.0,24.0,pwon1235,Vowels,LAPSyD,PH
5.0,5.0,lada1244,Vowels,LAPSyD,PH
20.0,20.0,mund1330,Vowels,LAPSyD,PH
6.0,6.0,wari1268,Vowels,LAPSyD,PH
12.0,12.0,tami1289,Vowels,LAPSyD,PH
20.0,10.0,sind1272,Vowels,LAPSyD,PH
4.0,4.0,tiwi1244,Vowels,LAPSyD,PH
10.0,9.0,colo1256,Vowels,LAPSyD,PH
5.0,10.0,khar1287,Vowels,LAPSyD,PH
20.0,26.0,apur1254,Vowels,LAPSyD,PH
22.0,22.0,jeme1245,Vowels,LAPSyD,PH
6.0,9.0,indo1316,Vowels,LAPSyD,PH
6.0,9.0,rama1270,Vowels,LAPSyD,PH
9.0,12.0,yuro1248,Vowels,LAPSyD,PH
10.0,10.0,cham1318,Vowels,LAPSyD,PH
10.0,13.0,khan1273,Vowels,LAPSyD,PH
7.0,7.0,awac1239,Vowels,LAPSyD,PH
17.0,16.0,kwaz1243,Vowels,LAPSyD,PH
16.0,15.0,dutc1256,Vowels,LAPSyD,PH
4.0,13.0,mada1293,Vowels,LAPSyD,PH
11.0,11.0,yuch1247,Vowels,LAPSyD,PH
21.0,21.0,samr1245,Vowels,LAPSyD,PH
15.0,5.0,tolo1259,Vowels,LAPSyD,PH
6.0,6.0,kuot1243,Vowels,LAPSyD,PH
8.0,16.0,slov1268,Vowels,LAPSyD,PH
4.0,4.0,cavi1250,Vowels,LAPSyD,PH
7.0,9.0,bata1289,Vowels,LAPSyD,PH
9.0,11.0,sora1254,Vowels,LAPSyD,PH
10.0,10.0,huas1242,Vowels,LAPSyD,PH
5.0,5.0,malo1243,Vowels,LAPSyD,PH
5.0,5.0,east2440,Vowels,LAPSyD,PH
5.0,5.0,tuka1248,Vowels,LAPSyD,PH
8.0,7.0,toba1269,Vowels,LAPSyD,PH
5.0,5.0,lavu1241,Vowels,LAPSyD,PH
29.0,33.0,basq1248,Sounds,LAPSyD,UZ
43.0,72.0,beng1280,Sounds,LAPSyD,UZ
39.0,68.0,amha1245,Sounds,LAPSyD,UZ
43.0,42.0,haus1257,Sounds,LAPSyD,UZ
30.0,29.0,west2369,Sounds,LAPSyD,UZ
49.0,50.0,iris1253,Sounds,LAPSyD,UZ
24.0,25.0,bard1255,Sounds,LAPSyD,UZ
42.0,40.0,stan1295,Sounds,LAPSyD,UZ
26.0,27.0,hebr1245,Sounds,LAPSyD,UZ
38.0,33.0,assa1263,Sounds,LAPSyD,UZ
35.0,53.0,nara1262,Sounds,LAPSyD,UZ
33.0,33.0,nucl1302,Sounds,LAPSyD,UZ
42.0,42.0,thai1261,Sounds,LAPSyD,UZ
50.0,60.0,hunz1247,Sounds,LAPSyD,UZ
40.0,74.0,nepa1254,Sounds,LAPSyD,UZ
36.0,36.0,nucl1301,Sounds,LAPSyD,UZ
39.0,74.0,tach1250,Sounds,LAPSyD,UZ
28.0,30.0,bulg1262,Sounds,LAPSyD,UZ
29.0,29.0,even1259,Sounds,LAPSyD,UZ
58.0,74.0,hind1269,Sounds,LAPSyD,UZ
26.0,34.0,timn1235,Sounds,LAPSyD,UZ
25.0,21.0,nucl1643,Sounds,LAPSyD,UZ
43.0,39.5,stan1293,Sounds,LAPSyD,UZ
35.0,31.0,kuna1268,Sounds,LAPSyD,UZ
54.0,50.0,tera1251,Sounds,LAPSyD,UZ
26.0,32.0,mode1248,Sounds,LAPSyD,UZ
23.0,25.0,pitj1243,Sounds,LAPSyD,UZ
34.0,56.0,dutc1256,Sounds,LAPSyD,UZ
35.0,36.0,stan1290,Sounds,LAPSyD,UZ
31.0,30.0,kera1255,Sounds,LAPSyD,UZ
22.0,23.0,taus1251,Sounds,LAPSyD,UZ
32.0,48.0,kore1280,Sounds,LAPSyD,UZ
24.0,23.0,basq1248,Consonants,LAPSyD,UZ
29.0,49.0,beng1280,Consonants,LAPSyD,UZ
32.0,61.0,amha1245,Consonants,LAPSyD,UZ
31.0,32.0,haus1257,Consonants,LAPSyD,UZ
24.0,23.0,west2369,Consonants,LAPSyD,UZ
35.0,35.0,iris1253,Consonants,LAPSyD,UZ
17.0,18.0,bard1255,Consonants,LAPSyD,UZ
23.0,21.0,stan1295,Consonants,LAPSyD,UZ
21.0,22.0,hebr1245,Consonants,LAPSyD,UZ
23.0,23.0,assa1263,Consonants,LAPSyD,UZ
25.0,43.0,nara1262,Consonants,LAPSyD,UZ
28.0,28.0,nucl1302,Consonants,LAPSyD,UZ
21.0,21.0,thai1261,Consonants,LAPSyD,UZ
34.0,36.0,hunz1247,Consonants,LAPSyD,UZ
29.0,53.0,nepa1254,Consonants,LAPSyD,UZ
24.0,24.0,nucl1301,Consonants,LAPSyD,UZ
36.0,71.0,tach1250,Consonants,LAPSyD,UZ
22.0,23.0,bulg1262,Consonants,LAPSyD,UZ
18.0,18.0,even1259,Consonants,LAPSyD,UZ
38.0,63.0,hind1269,Consonants,LAPSyD,UZ
17.0,19.0,timn1235,Consonants,LAPSyD,UZ
15.0,16.0,nucl1643,Consonants,LAPSyD,UZ
24.0,24.0,stan1293,Consonants,LAPSyD,UZ
22.0,23.0,kuna1268,Consonants,LAPSyD,UZ
43.0,35.0,tera1251,Consonants,LAPSyD,UZ
21.0,27.0,mode1248,Consonants,LAPSyD,UZ
17.0,17.0,pitj1243,Consonants,LAPSyD,UZ
18.0,22.0,dutc1256,Consonants,LAPSyD,UZ
21.0,21.0,stan1290,Consonants,LAPSyD,UZ
19.0,24.0,kera1255,Consonants,LAPSyD,UZ
17.0,20.0,taus1251,Consonants,LAPSyD,UZ
21.0,20.0,kore1280,Consonants,LAPSyD,UZ
5.0,10.0,basq1248,Vowels,LAPSyD,UZ
14.0,23.0,beng1280,Vowels,LAPSyD,UZ
7.0,7.0,amha1245,Vowels,LAPSyD,UZ
12.0,10.0,haus1257,Vowels,LAPSyD,UZ
6.0,6.0,west2369,Vowels,LAPSyD,UZ
14.0,15.0,iris1253,Vowels,LAPSyD,UZ
7.0,7.0,bard1255,Vowels,LAPSyD,UZ
19.0,19.0,stan1295,Vowels,LAPSyD,UZ
5.0,5.0,hebr1245,Vowels,LAPSyD,UZ
15.0,10.0,assa1263,Vowels,LAPSyD,UZ
10.0,10.0,nara1262,Vowels,LAPSyD,UZ
5.0,5.0,nucl1302,Vowels,LAPSyD,UZ
21.0,21.0,thai1261,Vowels,LAPSyD,UZ
16.0,24.0,hunz1247,Vowels,LAPSyD,UZ
11.0,21.0,nepa1254,Vowels,LAPSyD,UZ
12.0,12.0,nucl1301,Vowels,LAPSyD,UZ
3.0,3.0,tach1250,Vowels,LAPSyD,UZ
6.0,7.0,bulg1262,Vowels,LAPSyD,UZ
11.0,11.0,even1259,Vowels,LAPSyD,UZ
20.0,11.0,hind1269,Vowels,LAPSyD,UZ
9.0,15.0,timn1235,Vowels,LAPSyD,UZ
10.0,5.0,nucl1643,Vowels,LAPSyD,UZ
19.0,15.5,stan1293,Vowels,LAPSyD,UZ
13.0,8.0,kuna1268,Vowels,LAPSyD,UZ
11.0,15.0,tera1251,Vowels,LAPSyD,UZ
5.0,5.0,mode1248,Vowels,LAPSyD,UZ
6.0,8.0,pitj1243,Vowels,LAPSyD,UZ
16.0,33.0,dutc1256,Vowels,LAPSyD,UZ
14.0,15.0,stan1290,Vowels,LAPSyD,UZ
12.0,6.0,kera1255,Vowels,LAPSyD,UZ
5.0,3.0,taus1251,Vowels,LAPSyD,UZ
11.0,28.0,kore1280,Vowels,LAPSyD,UZ
44.0,38.0,siwi1239,Sounds,LAPSyD,GM
30.0,28.0,kabu1256,Sounds,LAPSyD,GM
53.0,49.0,ngit1239,Sounds,LAPSyD,GM
28.0,28.0,adio1239,Sounds,LAPSyD,GM
48.0,44.0,gumu1244,Sounds,LAPSyD,GM
36.0,59.0,katc1249,Sounds,LAPSyD,GM
32.0,37.0,koyr1240,Sounds,LAPSyD,GM
62.0,58.0,sand1273,Sounds,LAPSyD,GM
49.0,56.0,bamb1269,Sounds,LAPSyD,GM
36.0,47.0,aghe1239,Sounds,LAPSyD,GM
34.0,56.0,silt1240,Sounds,LAPSyD,GM
39.0,45.0,bagi1246,Sounds,LAPSyD,GM
45.0,42.0,seba1251,Sounds,LAPSyD,GM
36.0,58.0,east2652,Sounds,LAPSyD,GM
33.0,60.0,kron1241,Sounds,LAPSyD,GM
25.0,26.0,ejag1239,Sounds,LAPSyD,GM
29.0,30.0,umbu1257,Sounds,LAPSyD,GM
41.0,58.0,nucl1696,Sounds,LAPSyD,GM
40.0,40.0,mofu1248,Sounds,LAPSyD,GM
39.0,37.0,tach1250,Sounds,LAPSyD,GM
34.0,46.0,gaam1241,Sounds,LAPSyD,GM
25.0,24.0,bata1293,Sounds,LAPSyD,GM
36.0,33.0,lele1276,Sounds,LAPSyD,GM
28.0,31.0,indo1316,Sounds,LAPSyD,GM
18.0,18.0,tetu1245,Sounds,LAPSyD,GM
40.0,28.0,sooo1256,Sounds,LAPSyD,GM
28.0,24.0,taga1270,Sounds,LAPSyD,GM
39.0,66.0,tsam1247,Sounds,LAPSyD,GM
35.0,39.0,cent2194,Sounds,LAPSyD,GM
43.0,70.0,tada1238,Sounds,LAPSyD,GM
23.0,23.0,east2440,Sounds,LAPSyD,GM
23.0,23.0,buol1237,Sounds,LAPSyD,GM
24.0,23.0,maka1311,Sounds,LAPSyD,GM
38.0,26.0,siwi1239,Consonants,LAPSyD,GM
22.0,21.0,kabu1256,Consonants,LAPSyD,GM
44.0,44.0,ngit1239,Consonants,LAPSyD,GM
21.0,21.0,adio1239,Consonants,LAPSyD,GM
38.0,34.0,gumu1244,Consonants,LAPSyD,GM
22.0,39.0,katc1249,Consonants,LAPSyD,GM
18.0,23.0,koyr1240,Consonants,LAPSyD,GM
47.0,43.0,sand1273,Consonants,LAPSyD,GM
21.0,32.0,bamb1269,Consonants,LAPSyD,GM
26.0,28.0,aghe1239,Consonants,LAPSyD,GM
24.0,46.0,silt1240,Consonants,LAPSyD,GM
30.0,29.0,bagi1246,Consonants,LAPSyD,GM
36.0,36.0,seba1251,Consonants,LAPSyD,GM
26.0,48.0,east2652,Consonants,LAPSyD,GM
19.0,40.0,kron1241,Consonants,LAPSyD,GM
18.0,19.0,ejag1239,Consonants,LAPSyD,GM
21.0,20.0,umbu1257,Consonants,LAPSyD,GM
23.0,40.0,nucl1696,Consonants,LAPSyD,GM
35.0,35.0,mofu1248,Consonants,LAPSyD,GM
36.0,33.0,tach1250,Consonants,LAPSyD,GM
22.0,34.0,gaam1241,Consonants,LAPSyD,GM
18.0,16.0,bata1293,Consonants,LAPSyD,GM
26.0,23.0,lele1276,Consonants,LAPSyD,GM
22.0,23.0,indo1316,Consonants,LAPSyD,GM
13.0,13.0,tetu1245,Consonants,LAPSyD,GM
24.0,18.0,sooo1256,Consonants,LAPSyD,GM
18.0,19.0,taga1270,Consonants,LAPSyD,GM
29.0,56.0,tsam1247,Consonants,LAPSyD,GM
32.0,36.0,cent2194,Consonants,LAPSyD,GM
32.0,59.0,tada1238,Consonants,LAPSyD,GM
18.0,18.0,east2440,Consonants,LAPSyD,GM
18.0,17.0,buol1237,Consonants,LAPSyD,GM
19.0,18.0,maka1311,Consonants,LAPSyD,GM
6.0,12.0,siwi1239,Vowels,LAPSyD,GM
8.0,7.0,kabu1256,Vowels,LAPSyD,GM
9.0,5.0,ngit1239,Vowels,LAPSyD,GM
7.0,7.0,adio1239,Vowels,LAPSyD,GM
10.0,10.0,gumu1244,Vowels,LAPSyD,GM
14.0,20.0,katc1249,Vowels,LAPSyD,GM
14.0,14.0,koyr1240,Vowels,LAPSyD,GM
15.0,15.0,sand1273,Vowels,LAPSyD,GM
28.0,24.0,bamb1269,Vowels,LAPSyD,GM
10.0,19.0,aghe1239,Vowels,LAPSyD,GM
10.0,10.0,silt1240,Vowels,LAPSyD,GM
9.0,16.0,bagi1246,Vowels,LAPSyD,GM
9.0,6.0,seba1251,Vowels,LAPSyD,GM
10.0,10.0,east2652,Vowels,LAPSyD,GM
14.0,20.0,kron1241,Vowels,LAPSyD,GM
7.0,7.0,ejag1239,Vowels,LAPSyD,GM
8.0,10.0,umbu1257,Vowels,LAPSyD,GM
18.0,18.0,nucl1696,Vowels,LAPSyD,GM
5.0,5.0,mofu1248,Vowels,LAPSyD,GM
3.0,4.0,tach1250,Vowels,LAPSyD,GM
12.0,12.0,gaam1241,Vowels,LAPSyD,GM
7.0,8.0,bata1293,Vowels,LAPSyD,GM
10.0,10.0,lele1276,Vowels,LAPSyD,GM
6.0,8.0,indo1316,Vowels,LAPSyD,GM
5.0,5.0,tetu1245,Vowels,LAPSyD,GM
16.0,10.0,sooo1256,Vowels,LAPSyD,GM
10.0,5.0,taga1270,Vowels,LAPSyD,GM
10.0,10.0,tsam1247,Vowels,LAPSyD,GM
3.0,3.0,cent2194,Vowels,LAPSyD,GM
11.0,11.0,tada1238,Vowels,LAPSyD,GM
5.0,5.0,east2440,Vowels,LAPSyD,GM
5.0,6.0,buol1237,Vowels,LAPSyD,GM
5.0,5.0,maka1311,Vowels,LAPSyD,GM
21.0,27.0,bata1289,Sounds,UPSID,PH
26.0,36.0,huas1242,Sounds,UPSID,PH
29.0,24.0,sanm1287,Sounds,UPSID,PH
32.0,31.0,khan1273,Sounds,UPSID,PH
36.0,47.0,khar1287,Sounds,UPSID,PH
33.0,27.0,east2328,Sounds,UPSID,PH
42.0,47.0,nuuc1236,Sounds,UPSID,PH
37.0,47.0,pwon1235,Sounds,UPSID,PH
26.0,18.0,tiwi1244,Sounds,UPSID,PH
29.0,37.0,tuvi1240,Sounds,UPSID,PH
46.0,49.0,yuch1247,Sounds,UPSID,PH
16.0,18.0,bata1289,Consonants,UPSID,PH
21.0,26.0,huas1242,Consonants,UPSID,PH
23.0,18.0,sanm1287,Consonants,UPSID,PH
19.0,18.0,khan1273,Consonants,UPSID,PH
31.0,37.0,khar1287,Consonants,UPSID,PH
25.0,19.0,east2328,Consonants,UPSID,PH
37.0,37.0,nuuc1236,Consonants,UPSID,PH
25.0,23.0,pwon1235,Consonants,UPSID,PH
22.0,14.0,tiwi1244,Consonants,UPSID,PH
20.0,21.0,tuvi1240,Consonants,UPSID,PH
38.0,38.0,yuch1247,Consonants,UPSID,PH
5.0,9.0,bata1289,Vowels,UPSID,PH
5.0,10.0,huas1242,Vowels,UPSID,PH
6.0,6.0,sanm1287,Vowels,UPSID,PH
13.0,13.0,khan1273,Vowels,UPSID,PH
5.0,10.0,khar1287,Vowels,UPSID,PH
8.0,8.0,east2328,Vowels,UPSID,PH
5.0,10.0,nuuc1236,Vowels,UPSID,PH
12.0,24.0,pwon1235,Vowels,UPSID,PH
4.0,4.0,tiwi1244,Vowels,UPSID,PH
9.0,16.0,tuvi1240,Vowels,UPSID,PH
8.0,11.0,yuch1247,Vowels,UPSID,PH
30.0,31.0,east2379,Sounds,UPSID,UZ
37.0,68.0,amha1245,Sounds,UPSID,UZ
24.0,25.0,bard1255,Sounds,UPSID,UZ
43.0,72.0,beng1280,Sounds,UPSID,UZ
42.0,30.0,bulg1262,Sounds,UPSID,UZ
41.0,40.0,stan1295,Sounds,UPSID,UZ
26.0,32.0,mode1248,Sounds,UPSID,UZ
28.0,33.0,basq1248,Sounds,UPSID,UZ
37.0,36.0,stan1290,Sounds,UPSID,UZ
69.0,50.0,iris1253,Sounds,UPSID,UZ
38.0,42.0,haus1257,Sounds,UPSID,UZ
61.0,74.0,hind1269,Sounds,UPSID,UZ
20.0,21.0,nucl1643,Sounds,UPSID,UZ
34.0,33.0,nucl1302,Sounds,UPSID,UZ
30.0,30.0,kera1255,Sounds,UPSID,UZ
32.0,48.0,kore1280,Sounds,UPSID,UZ
26.0,31.0,kuna1268,Sounds,UPSID,UZ
39.0,74.0,nepa1254,Sounds,UPSID,UZ
22.0,53.0,nara1262,Sounds,UPSID,UZ
30.0,29.0,west2369,Sounds,UPSID,UZ
31.0,74.0,tach1250,Sounds,UPSID,UZ
25.0,34.0,timn1235,Sounds,UPSID,UZ
30.0,42.0,thai1261,Sounds,UPSID,UZ
48.0,50.0,tera1251,Sounds,UPSID,UZ
33.0,36.0,nucl1301,Sounds,UPSID,UZ
25.0,42.0,yuec1235,Sounds,UPSID,UZ
27.0,27.0,east2379,Consonants,UPSID,UZ
30.0,61.0,amha1245,Consonants,UPSID,UZ
17.0,18.0,bard1255,Consonants,UPSID,UZ
29.0,49.0,beng1280,Consonants,UPSID,UZ
36.0,23.0,bulg1262,Consonants,UPSID,UZ
22.0,21.0,stan1295,Consonants,UPSID,UZ
